ID	TD	ploidy	td_sum	file	norm_td	norm
RECQL5	11	1	352219325	recq5-2-single-f11-r6-c7_S336_.trimmed.mdup.bam	11	352219325
BLM/RECQL5	16	1	359894493	blm-recq5-2-single-f8-r3-c2_S163_.trimmed.mdup.bam	16	359894493
WT	14	1	350207684	fucci-wt-single-f12-r4-c4_S172_.trimmed.mdup.bam	14	350207684
BLM/RECQL5	38	1	265801051	blm-recq5-1-single-f13-r3-c1_S407_.trimmed.mdup.bam	38	265801051
BLM/RECQL5	42	1	258941652	blm-recq5-1-single-f14-r2-c4_S452_.trimmed.mdup.bam	42	258941652
BLM/RECQL5	117	1	482337607	blm-recq5-1-single-f13-r1-c1_S393_.trimmed.mdup.bam	117	482337607
BLM/RECQL5	78	1	318279163	blm-recq5-1-single-f14-r6-c3_S479_.trimmed.mdup.bam	78	318279163
BLM	20	1	299504793	blm-1-single-f5-r3-c1_S15_.trimmed.mdup.bam	20	299504793
BLM	41	1	251457983	blm-1-single-f7-r7-c1_S141_.trimmed.mdup.bam	41	251457983
BLM/RECQL5	25	1	315531857	blm-recq5-1-single-f14-r3-c7_S462_.trimmed.mdup.bam	25	315531857
BLM	40	1	309767510	blm-1-single-f5-r2-c1_S8_.trimmed.mdup.bam	40	309767510
BLM	31	1	243641279	blm-1-single-f5-r6-c4_S39_.trimmed.mdup.bam	31	243641279
BLM/RECQL5	51	1	230897070	blm-recq5-1-single-f15-r4-c5_S516_.trimmed.mdup.bam	51	230897070
BLM/RECQL5	43	1	267034792	blm-recq5-1-single-f15-r4-c6_S517_.trimmed.mdup.bam	43	267034792
BLM/RECQL5	33	1	284003077	blm-recq5-1-single-f14-r7-c6_S489_.trimmed.mdup.bam	33	284003077
BLM/RECQL5	22	1	317094441	blm-recq5-2-single-f16-r2-c1_S547_.trimmed.mdup.bam	22	317094441
BLM/RECQL5	37	1	469577982	blm-recq5-1-single-f14-r7-c1_S484_.trimmed.mdup.bam	37	469577982
BLM/RECQL5	33	1	315095832	blm-recq5-1-single-f15-r5-c5_S523_.trimmed.mdup.bam	33	315095832
BLM/RECQL5	53	1	247715523	blm-recq5-1-single-f14-r5-c3_S472_.trimmed.mdup.bam	53	247715523
BLM/RECQL5	44	1	259654385	blm-recq5-2-single-f12-r4-c2_S366_.trimmed.mdup.bam	44	259654385
BLM/RECQL5	31	1	330056624	blm-recq5-1-single-f14-r6-c4_S480_.trimmed.mdup.bam	31	330056624
BLM/RECQL5	42	1	312945656	blm-recq5-1-single-f14-r6-c6_S482_.trimmed.mdup.bam	42	312945656
BLM/RECQL5	46	1	311630984	blm-recq5-1-single-f14-r6-c5_S481_.trimmed.mdup.bam	46	311630984
BLM/RECQL5	48	1	264822216	blm_recq5-2-single-c15-w27_.trimmed.mdup.bam	48	264822216
BLM/RECQL5	62	1	307652781	blm_recq5-2-single-c15-w24_.trimmed.mdup.bam	62	307652781
BLM/RECQL5	38	1	280422100	blm-recq5-1-single-f14-r1-c7_S448_.trimmed.mdup.bam	38	280422100
BLM/RECQL5	52	1	253391908	blm-recq5-1-single-f15-r3-c2_S506_.trimmed.mdup.bam	52	253391908
BLM	12	1	251394661	blm-1-single-c9-w33_.trimmed.mdup.bam	12	251394661
BLM	13	1	207410729	blm-1-single-c9-w44_.trimmed.mdup.bam	13	207410729
BLM/RECQL5	43	1	286325462	blm-recq5-1-single-f15-r6-c2_S527_.trimmed.mdup.bam	43	286325462
BLM	15	1	275868294	blm-1-single-f5-r4-c6_S27_.trimmed.mdup.bam	15	275868294
BLM	14	1	307706759	blm-1-single-f5-r6-c1_S36_.trimmed.mdup.bam	14	307706759
BLM	41	1	282545715	blm-1-single-c10-w31_.trimmed.mdup.bam	41	282545715
BLM	29	1	293006116	blm-1-single-f7-r5-c5_S131_.trimmed.mdup.bam	29	293006116
BLM/RECQL5	40	1	317801547	blm-recq5-1-single-f15-r7-c5_S537_.trimmed.mdup.bam	40	317801547
BLM/RECQL5	30	1	373207527	blm-recq5-1-single-f15-r4-c1_S512_.trimmed.mdup.bam	30	373207527
BLM/RECQL5	22	1	380167974	blm-recq5-1-single-c11-w22-3d6_S416_.trimmed.mdup.bam	22	380167974
BLM/RECQL5	27	1	319500278	blm_recq5-2-single-c16-w15_.trimmed.mdup.bam	27	319500278
BLM	10	1	244273214	blm-1-single-f5-r5-c2_S30_.trimmed.mdup.bam	10	244273214
BLM/RECQL5	15	1	249190252	blm-recq5-2-single-f16-r1-c7_S546_.trimmed.mdup.bam	15	249190252
BLM/RECQL5	31	1	242028548	blm-recq5-2-single-f16-r1-c3_S542_.trimmed.mdup.bam	31	242028548
BLM	9	1	249957812	blm-1-single-c9-w42_.trimmed.mdup.bam	9	249957812
