ID	TD	ploidy	td_sum	file	norm_td	norm
BLM	11	1	370788562	blm-1-single-c10-w41_.trimmed.mdup.bam	11	370788562
BLM/RECQL5	11	1	316635577	blm_recq5-2-single-c15-w32_.trimmed.mdup.bam	11	316635577
BLM/RECQL5	11	1	356391144	blm-recq5-1-single-f15-r7-c1_S533_.trimmed.mdup.bam	11	356391144
BLM/RECQL5	12	1	314052961	blm_recq5-2-single-c16-w7_.trimmed.mdup.bam	12	314052961
RECQL5	11	1	306919912	recq5-2-single-c6-w12-3d6_S161_.trimmed.mdup.bam	11	306919912
BLM	8	1	313392787	blm-1-single-c10-w37_.trimmed.mdup.bam	8	313392787
BLM/RECQL5	10	1	338556801	blm-recq5-1-single-f14-r1-c1_S442_.trimmed.mdup.bam	10	338556801
BLM/RECQL5	15	1	340646494	blm-recq5-1-single-f14-r6-c7_S483_.trimmed.mdup.bam	15	340646494
BLM	23	1	244355722	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam	23	244355722
BLM	10	1	299756934	blm-1-single-c9-w40_.trimmed.mdup.bam	10	299756934
BLM	33	1	246246980	blm-1-single-c10-w31_.trimmed.mdup.bam	33	246246980
BLM/RECQL5	29	1	275811548	blm-recq5-1-single-f15-r7-c5_S537_.trimmed.mdup.bam	29	275811548
BLM/RECQL5	27	1	140762669	blm-recq5-2-single-f16-r7-c5_S586_.trimmed.mdup.bam	27	140762669
BLM/RECQL5	25	1	217840479	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam	25	217840479
BLM	7	1	241022455	blm-1-single-f5-r5-c2_S30_.trimmed.mdup.bam	7	241022455
BLM/RECQL5	11	1	219356230	blm-recq5-2-single-f16-r1-c7_S546_.trimmed.mdup.bam	11	219356230
BLM/RECQL5	11	1	181429061	blm-recq5-2-single-f16-r1-c3_S542_.trimmed.mdup.bam	11	181429061
BLM	8	1	230063234	blm-1-single-c9-w42_.trimmed.mdup.bam	8	230063234
BLM/RECQL5	6	1	182070797	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam	6	182070797
BLM/RECQL5	9	1	204623556	blm-recq5-2-single-f16-r7-c4_S585_.trimmed.mdup.bam	9	204623556
BLM/RECQL5	9	1	185333946	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam	9	185333946
BLM/RECQL5	9	1	193265573	blm-recq5-2-single-f8-r6-c1_S183_.trimmed.mdup.bam	9	193265573
BLM/RECQL5	19	1	162838307	blm-recq5-2-single-f12-r3-c1_S358_.trimmed.mdup.bam	19	162838307
BLM/RECQL5	18	1	142031347	blm-recq5-2-single-f12-r1-c6_S349_.trimmed.mdup.bam	18	142031347
BLM/RECQL5	14	1	186653915	blm-recq5-2-single-f16-r3-c2_S555_.trimmed.mdup.bam	14	186653915
BLM	13	1	288391244	blm-1-single-f5-r3-c1_S15_.trimmed.mdup.bam	13	288391244
BLM	32	1	252027096	blm-1-single-f7-r7-c1_S141_.trimmed.mdup.bam	32	252027096
BLM/RECQL5	18	1	291378662	blm-recq5-1-single-f14-r3-c7_S462_.trimmed.mdup.bam	18	291378662
BLM	36	1	238622632	blm-1-single-f5-r2-c1_S8_.trimmed.mdup.bam	36	238622632
BLM	22	1	244111844	blm-1-single-f5-r6-c4_S39_.trimmed.mdup.bam	22	244111844
